Created,Product_ID,Source,Sales_Agent,Location,Delivery_Mode,Status
23-09-2018 12:25,19,Live Chat-Direct,Sales-Agent-5,Other Locations,Mode-3,Potential
23-09-2018 11:22,9,Website,Sales-Agent-8,Other Locations,Mode-3,Converted
23-09-2018 10:37,18,Website,Sales-Agent-7,Bangalore,Mode-4,Converted
23-09-2018 09:50,18,Live Chat-Direct,Sales-Agent-7,Bangalore,Mode-1,In Progress Positive
23-09-2018 06:52,15,Website,Sales-Agent-9,Other Locations,Mode-3,Not Responding
23-09-2018 05:55,9,Website,Sales-Agent-9,Delhi,Mode-3,Junk Lead
22-09-2018 21:38,18,Website,Sales-Agent-2,Mumbai,Mode-1,In Progress Negative
22-09-2018 18:35,15,Live Chat-Direct,Sales-Agent-5,Other Locations,Mode-3,Not Responding
22-09-2018 17:44,19,Call,Sales-Agent-5,Bangalore,Mode-1,Converted
22-09-2018 17:03,18,Call,Sales-Agent-9,Bangalore,Mode-1,In Progress Positive
22-09-2018 16:30,9,Live Chat-Direct,Sales-Agent-2,Bangalore,Mode-1,Junk Lead
22-09-2018 16:05,19,Call,Sales-Agent-9,Bangalore,Mode-5,Potential
22-09-2018 15:39,9,Call,Sales-Agent-5,Bangalore,Mode-1,Just Enquiry
22-09-2018 14:15,18,Live Chat-Direct,Sales-Agent-11,Bangalore,Mode-1,Long Term
22-09-2018 13:55,19,Live Chat-Direct,Sales-Agent-5,Bangalore,Mode-1,LOST
22-09-2018 13:40,18,Live Chat -PPC,Sales-Agent-2,Mumbai,Mode-3,Junk Lead
22-09-2018 13:25,27,Call,Sales-Agent-11,Chennai,Mode-3,Potential
22-09-2018 13:25,18,Live Chat-Direct,Sales-Agent-7,Bangalore,Mode-1,Long Term
22-09-2018 13:00,27,Live Chat -PPC,Sales-Agent-7,Bangalore,Mode-1,Junk Lead
22-09-2018 12:53,9,By Recommendation,Sales-Agent-7,Bangalore,Mode-4,Converted
22-09-2018 12:30,9,Live Chat-Direct,Sales-Agent-5,Other Locations,Mode-3,Junk Lead
22-09-2018 12:29,18,Website,Sales-Agent-2,Chennai,Mode-1,Long Term
22-09-2018 12:00,19,Live Chat-Blog,Sales-Agent-4,Other Locations,Mode-3,Not Responding
22-09-2018 11:55,19,Live Chat-Direct,Sales-Agent-9,Other Locations,Mode-3,Not Responding
22-09-2018 10:55,11,Live Chat-Direct,Sales-Agent-5,Pune,Mode-3,In Progress Negative
22-09-2018 10:08,27,Call,Sales-Agent-5,Chennai,Mode-3,In Progress Negative
22-09-2018 10:03,27,Call,Sales-Agent-5,Chennai,Mode-1,In Progress Negative
22-09-2018 09:57,27,Call,Sales-Agent-5,Bangalore,Mode-1,Long Term
22-09-2018 09:54,15,Call,Sales-Agent-7,Other Locations,Mode-5,Junk Lead
22-09-2018 09:53,15,Call,Sales-Agent-4,Other Locations,Mode-5,Junk Lead
22-09-2018 09:53,15,Call,Sales-Agent-7,Other Locations,Mode-5,Junk Lead
22-09-2018 09:52,15,Call,Sales-Agent-3,Other Locations,Mode-5,Junk Lead
22-09-2018 09:52,15,Call,Sales-Agent-9,Other Locations,Mode-5,Long Term
22-09-2018 09:49,9,Call,Sales-Agent-5,Bangalore,Mode-1,Potential
22-09-2018 09:45,27,Live Chat-Direct,Sales-Agent-7,Bangalore,Mode-1,In Progress Positive
22-09-2018 08:33,18,Website,Sales-Agent-2,Other Locations,Mode-3,Junk Lead
22-09-2018 08:31,18,Website,Sales-Agent-9,Other Locations,Mode-3,Not Responding
22-09-2018 08:30,18,Website,Sales-Agent-4,Other Locations,Mode-3,Not Responding
22-09-2018 07:25,18,Live Chat-Direct,Sales-Agent-9,Other Locations,Mode-3,Not Responding
22-09-2018 01:34,19,Website,Sales-Agent-4,Bangalore,Mode-1,Potential
22-09-2018 00:48,15,Website,Sales-Agent-11,Chennai,Mode-3,Potential
21-09-2018 23:36,19,Customer Referral,Sales-Agent-9,Bangalore,Mode-1,Converted
21-09-2018 22:50,15,Live Chat-Direct,Sales-Agent-4,Other Locations,Mode-3,In Progress Negative
21-09-2018 21:07,20,Website,Sales-Agent-3,Other Locations,Mode-3,Converted
21-09-2018 20:00,18,Website,Sales-Agent-5,Other Locations,Mode-3,Not Responding
21-09-2018 19:17,18,Website,Sales-Agent-7,Other Locations,Mode-3,Not Responding
21-09-2018 19:00,18,Live Chat-Direct,Sales-Agent-4,Other Locations,Mode-3,Not Responding
21-09-2018 19:00,18,Live Chat-Direct,Sales-Agent-11,Bangalore,Mode-1,Potential
21-09-2018 18:45,18,Live Chat-Direct,Sales-Agent-5,Bangalore,Mode-1,Long Term
21-09-2018 18:18,19,Call,Sales-Agent-3,Bangalore,Mode-1,Not Responding
21-09-2018 18:00,18,Live Chat-Direct,Sales-Agent-7,Bangalore,Mode-1,Not Responding
21-09-2018 17:55,27,Live Chat-Direct,Sales-Agent-3,Hyderabad,Mode-3,Junk Lead
21-09-2018 17:41,9,Live Chat-Direct,Sales-Agent-4,Bangalore,Mode-1,Potential
21-09-2018 16:55,18,Live Chat-Direct,Sales-Agent-5,Hyderabad,Mode-3,Junk Lead
21-09-2018 16:45,10,Live Chat-Direct,Sales-Agent-3,Other Locations,Mode-3,In Progress Negative
21-09-2018 16:05,9,Live Chat-Direct,Sales-Agent-9,Hyderabad,Mode-3,Not Responding
21-09-2018 16:04,20,Website,Sales-Agent-11,Other Locations,Mode-3,Junk Lead
21-09-2018 15:30,19,Live Chat-Direct,Sales-Agent-5,Bangalore,Mode-1,Potential
21-09-2018 15:28,18,Website,Sales-Agent-3,Other Locations,Mode-3,Long Term
21-09-2018 15:25,27,Live Chat-Direct,Sales-Agent-11,Bangalore,Mode-1,Potential
21-09-2018 13:45,9,Live Chat-Direct,Sales-Agent-3,Delhi,Mode-3,Long Term
21-09-2018 13:05,18,Live Chat-Direct,Sales-Agent-7,Other Locations,Mode-3,In Progress Positive
21-09-2018 13:03,27,Live Chat-Direct,Sales-Agent-3,Mumbai,Mode-3,Not Responding
21-09-2018 12:26,15,Website,Sales-Agent-5,Other Locations,Mode-3,Not Responding
21-09-2018 12:25,9,Live Chat-Direct,Sales-Agent-11,Other Locations,Mode-3,Long Term
21-09-2018 12:22,27,Call,Sales-Agent-4,Hyderabad,Mode-3,In Progress Positive
21-09-2018 10:42,15,Call,Sales-Agent-11,Other Locations,Mode-5,Potential
21-09-2018 10:41,18,Call,Sales-Agent-5,Bangalore,Mode-1,Potential
21-09-2018 10:41,15,Call,Sales-Agent-7,Other Locations,Mode-5,Long Term
21-09-2018 10:40,15,Call,Sales-Agent-11,Other Locations,Mode-5,Just Enquiry
21-09-2018 10:40,15,Call,Sales-Agent-4,Other Locations,Mode-5,Just Enquiry
21-09-2018 10:38,27,Call,Sales-Agent-3,Hyderabad,Mode-3,In Progress Negative
21-09-2018 10:32,18,Call,Sales-Agent-5,Chennai,Mode-1,Potential
21-09-2018 10:32,15,Call,Sales-Agent-5,Other Locations,Mode-5,Junk Lead
21-09-2018 10:31,15,Call,Sales-Agent-5,Other Locations,Mode-5,Not Responding
21-09-2018 10:31,15,Call,Sales-Agent-5,Other Locations,Mode-5,Junk Lead
21-09-2018 10:29,15,Call,Sales-Agent-11,Other Locations,Mode-5,Just Enquiry
21-09-2018 10:23,15,Call,Sales-Agent-11,Other Locations,Mode-5,Potential
21-09-2018 10:21,15,Call,Sales-Agent-2,Chennai,Mode-5,Not Responding
21-09-2018 10:20,15,Call,Sales-Agent-5,Other Locations,Mode-5,Junk Lead
21-09-2018 09:55,18,Website,Sales-Agent-7,Other Locations,Mode-3,In Progress Positive
21-09-2018 09:33,18,Website,Sales-Agent-7,Chennai,Mode-3,In Progress Positive
21-09-2018 09:19,5,Website,Sales-Agent-2,Other Locations,Mode-3,Junk Lead
21-09-2018 04:59,18,Website,Sales-Agent-5,Bangalore,Mode-1,In Progress Negative
21-09-2018 02:05,9,Website,Sales-Agent-9,Bangalore,Mode-3,In Progress Positive
21-09-2018 01:21,9,Website,Sales-Agent-9,Hyderabad,Mode-3,Not Responding
20-09-2018 21:11,9,Website,Sales-Agent-7,Bangalore,Mode-1,Long Term
20-09-2018 19:35,18,Live Chat-Direct,Sales-Agent-2,Pune,Mode-3,In Progress Negative
20-09-2018 18:30,27,Live Chat-Direct,Sales-Agent-5,Hyderabad,Mode-3,Not Responding
20-09-2018 18:07,18,Website,Sales-Agent-4,Chennai,Mode-3,In Progress Positive
20-09-2018 17:22,18,Call,Sales-Agent-2,Other Locations,Mode-3,Junk Lead
20-09-2018 16:05,19,Live Chat-Direct,Sales-Agent-4,Hyderabad,Mode-3,In Progress Positive
20-09-2018 15:55,27,Live Chat-Direct,Sales-Agent-3,Chennai,Mode-3,Junk Lead
20-09-2018 15:22,18,Call,Sales-Agent-11,Chennai,Mode-5,In Progress Negative
20-09-2018 15:22,18,Website,Sales-Agent-11,Other Locations,Mode-3,Just Enquiry
20-09-2018 15:19,19,Call,Sales-Agent-3,Bangalore,Mode-1,Converted
20-09-2018 15:10,18,Live Chat-Direct,Sales-Agent-9,Bangalore,Mode-1,In Progress Positive
20-09-2018 14:40,18,Call,Sales-Agent-5,Bangalore,Mode-1,Converted
20-09-2018 14:40,18,Live Chat-Direct,Sales-Agent-7,Other Locations,Mode-3,Not Responding
20-09-2018 14:35,18,Live Chat -PPC,Sales-Agent-5,Chennai,Mode-1,Just Enquiry
20-09-2018 14:15,15,Live Chat-Direct,Sales-Agent-2,Other Locations,Mode-3,Junk Lead
20-09-2018 14:00,27,Live Chat-Direct,Sales-Agent-4,Other Locations,Mode-3,Just Enquiry
20-09-2018 13:45,9,Live Chat-Blog,Sales-Agent-9,Bangalore,Mode-1,Potential
20-09-2018 13:44,18,Website,Sales-Agent-3,Hyderabad,Mode-3,Just Enquiry
20-09-2018 13:44,19,Call,Sales-Agent-3,Bangalore,Mode-1,Long Term
20-09-2018 13:19,19,Existing Client,Sales-Agent-9,Chennai,Mode-1,Potential
20-09-2018 13:05,9,Website,Sales-Agent-11,Other Locations,Mode-3,Just Enquiry
20-09-2018 12:50,18,Live Chat -PPC,Sales-Agent-3,Other Locations,Mode-3,Junk Lead
20-09-2018 12:50,27,Live Chat-Direct,Sales-Agent-4,Chennai,Mode-3,In Progress Positive
20-09-2018 12:50,18,Live Chat-Direct,Sales-Agent-5,Bangalore,Mode-1,Not Responding
20-09-2018 12:30,27,Live Chat-Direct,Sales-Agent-11,Delhi,Mode-3,Potential
20-09-2018 12:10,27,Live Chat-Direct,Sales-Agent-9,Bangalore,Mode-1,In Progress Positive
20-09-2018 12:03,25,By Recommendation,Sales-Agent-7,Chennai,Mode-1,Potential
20-09-2018 11:55,18,Live Chat -PPC,Sales-Agent-7,Other Locations,Mode-3,Not Responding
20-09-2018 11:55,2,Live Chat-Direct,Sales-Agent-5,Chennai,Mode-1,Long Term
20-09-2018 11:40,19,Live Chat-Direct,Sales-Agent-2,Bangalore,Mode-1,Converted
20-09-2018 11:00,9,Call,Sales-Agent-3,Hyderabad,Mode-3,Long Term
20-09-2018 10:57,18,Call,Sales-Agent-9,Chennai,Mode-1,Just Enquiry
20-09-2018 10:25,27,Live Chat-Direct,Sales-Agent-4,Pune,Mode-3,Potential
20-09-2018 10:16,18,Call,Sales-Agent-11,Bangalore,Mode-5,Converted
20-09-2018 08:16,19,Website,Sales-Agent-7,Pune,Mode-3,Converted
20-09-2018 07:38,18,Website,Sales-Agent-5,Other Locations,Mode-3,Junk Lead
20-09-2018 05:37,15,Website,Sales-Agent-2,Other Locations,Mode-3,Junk Lead
20-09-2018 05:00,15,Website,Sales-Agent-11,Other Locations,Mode-3,Just Enquiry
20-09-2018 00:51,18,Website,Sales-Agent-9,Hyderabad,Mode-3,In Progress Positive
19-09-2018 22:35,15,Website,Sales-Agent-5,Other Locations,Mode-3,Not Responding
19-09-2018 19:04,19,Website,Sales-Agent-2,Other Locations,Mode-3,In Progress Negative
19-09-2018 18:19,9,Call,Sales-Agent-9,Delhi,Mode-1,In Progress Positive
19-09-2018 17:10,18,Live Chat-Direct,Sales-Agent-4,Hyderabad,Mode-3,In Progress Positive
19-09-2018 16:25,9,Live Chat-Direct,Sales-Agent-7,Other Locations,Mode-3,Just Enquiry
19-09-2018 16:01,19,Call,Sales-Agent-5,Bangalore,Mode-4,Converted
19-09-2018 15:59,19,Call,Sales-Agent-9,Bangalore,Mode-1,Converted
19-09-2018 15:27,19,Customer Referral,Sales-Agent-9,Bangalore,Mode-1,Potential
19-09-2018 15:26,19,Customer Referral,Sales-Agent-5,Bangalore,Mode-1,Potential
19-09-2018 15:14,27,Website,Sales-Agent-4,Mumbai,Mode-3,In Progress Positive
19-09-2018 15:09,5,Call,Sales-Agent-5,Other Locations,Mode-5,In Progress Negative
19-09-2018 14:50,19,Live Chat-Blog,Sales-Agent-3,UK,Mode-3,Junk Lead
19-09-2018 14:35,11,Live Chat-Direct,Sales-Agent-4,Other Locations,Mode-3,Potential
19-09-2018 13:40,19,Live Chat-Direct,Sales-Agent-9,Mumbai,Mode-3,Potential
19-09-2018 13:30,9,Live Chat-Direct,Sales-Agent-9,Bangalore,Mode-1,Long Term
19-09-2018 13:21,9,Call,Sales-Agent-4,Hyderabad,Mode-3,Converted
19-09-2018 13:20,5,Live Chat-Direct,Sales-Agent-5,Delhi,Mode-3,Potential
19-09-2018 13:20,19,Live Chat -PPC,Sales-Agent-3,Other Locations,Mode-3,Converted
19-09-2018 12:40,18,Live Chat-Direct,Sales-Agent-11,Delhi,Mode-3,Converted
19-09-2018 11:53,5,Call,Sales-Agent-9,Mumbai,Mode-1,In Progress Positive
19-09-2018 11:45,5,Website,Sales-Agent-9,Other Locations,Mode-3,In Progress Positive
19-09-2018 11:05,15,Live Chat-Direct,Sales-Agent-7,Other Locations,Mode-3,Junk Lead
19-09-2018 10:12,15,Call,Sales-Agent-3,Other Locations,Mode-5,Junk Lead
19-09-2018 10:12,15,Call,Sales-Agent-11,Other Locations,Mode-5,Just Enquiry
19-09-2018 10:11,18,Call,Sales-Agent-9,Bangalore,Mode-5,Potential
19-09-2018 10:10,5,Call,Sales-Agent-7,Hyderabad,Mode-3,In Progress Positive
19-09-2018 10:10,15,Call,Sales-Agent-2,Other Locations,Mode-5,Junk Lead
19-09-2018 10:09,19,Call,Sales-Agent-9,Mumbai,Mode-5,Potential
19-09-2018 10:00,15,Call,Sales-Agent-11,Other Locations,Mode-5,Just Enquiry
19-09-2018 09:59,15,Call,Sales-Agent-11,Other Locations,Mode-5,Just Enquiry
19-09-2018 09:59,15,Call,Sales-Agent-2,Other Locations,Mode-5,Long Term
19-09-2018 09:58,15,Call,Sales-Agent-5,Other Locations,Mode-5,Not Responding
19-09-2018 09:25,18,Live Chat -PPC,Sales-Agent-7,Chennai,Mode-3,Just Enquiry
19-09-2018 09:20,18,Live Chat-Direct,Sales-Agent-5,Chennai,Mode-1,Converted
19-09-2018 04:35,15,Website,Sales-Agent-7,Other Locations,Mode-3,Just Enquiry
19-09-2018 02:40,18,Website,Sales-Agent-9,Bangalore,Mode-3,Potential
19-09-2018 00:34,10,Website,Sales-Agent-11,Other Locations,Mode-3,LOST
18-09-2018 22:56,5,Website,Sales-Agent-3,Chennai,Mode-3,Just Enquiry
18-09-2018 22:26,15,Website,Sales-Agent-11,Other Locations,Mode-3,Just Enquiry
18-09-2018 21:19,19,Website,Sales-Agent-9,Other Locations,Mode-3,Junk Lead
18-09-2018 19:47,9,Website,Sales-Agent-11,Other Locations,Mode-3,Not Responding
18-09-2018 19:45,18,Live Chat-Direct,Sales-Agent-7,Other Locations,Mode-3,In Progress Positive
18-09-2018 18:58,27,Website,Sales-Agent-4,Bangalore,Mode-3,Potential
18-09-2018 18:20,9,Live Chat-Direct,Sales-Agent-4,Chennai,Mode-3,Converted
18-09-2018 18:15,9,Live Chat-Direct,Sales-Agent-11,Chennai,Mode-3,Just Enquiry
18-09-2018 17:57,27,Website,Sales-Agent-9,Chennai,Mode-3,Just Enquiry
18-09-2018 17:40,19,Live Chat-Direct,Sales-Agent-7,Bangalore,Mode-1,Converted
18-09-2018 16:40,19,Call,Sales-Agent-5,Bangalore,Mode-1,Converted
18-09-2018 16:30,20,Live Chat-Direct,Sales-Agent-2,Delhi,Mode-3,In Progress Negative
18-09-2018 16:30,27,Live Chat -PPC,Sales-Agent-5,Delhi,Mode-3,LOST
18-09-2018 16:20,19,Call,Sales-Agent-11,Bangalore,Mode-5,Converted
18-09-2018 16:10,19,Live Chat-Direct,Sales-Agent-5,Other Locations,Mode-3,Potential
18-09-2018 16:07,5,Customer Referral,Sales-Agent-3,Bangalore,Mode-1,Converted
18-09-2018 16:05,18,Live Chat-Direct,Sales-Agent-3,Mumbai,Mode-3,Potential
18-09-2018 15:55,10,Customer Referral,Sales-Agent-3,Bangalore,Mode-1,Not Responding
18-09-2018 15:55,19,Live Chat-Direct,Sales-Agent-4,Bangalore,Mode-3,Converted
18-09-2018 15:40,19,Live Chat-Blog,Sales-Agent-11,Other Locations,Mode-3,Potential
18-09-2018 15:00,15,Live Chat-Direct,Sales-Agent-3,Bangalore,Mode-1,Junk Lead
18-09-2018 14:20,18,Live Chat-Direct,Sales-Agent-11,Bangalore,Mode-1,Potential
18-09-2018 14:20,18,Live Chat-Direct,Sales-Agent-2,Bangalore,Mode-1,Long Term
18-09-2018 14:20,9,Live Chat-Direct,Sales-Agent-3,Bangalore,Mode-1,Converted
18-09-2018 14:15,18,Live Chat-Direct,Sales-Agent-5,Bangalore,Mode-1,In Progress Negative
18-09-2018 14:10,5,Live Chat-Direct,Sales-Agent-4,Bangalore,Mode-3,Potential
18-09-2018 13:45,25,Live Chat-Direct,Sales-Agent-7,Bangalore,Mode-1,Not Responding
18-09-2018 13:35,15,Live Chat-Direct,Sales-Agent-4,Bangalore,Mode-1,Junk Lead
18-09-2018 13:10,9,Live Chat-Direct,Sales-Agent-9,Delhi,Mode-3,In Progress Positive
18-09-2018 12:58,15,Website,Sales-Agent-7,Other Locations,Mode-3,In Progress Positive
18-09-2018 12:55,19,Live Chat-Direct,Sales-Agent-3,Bangalore,Mode-1,Junk Lead
18-09-2018 12:55,19,Live Chat-Direct,Sales-Agent-5,Chennai,Mode-3,Converted
18-09-2018 12:44,19,Customer Referral,Sales-Agent-5,Bangalore,Mode-1,Potential
18-09-2018 12:31,15,Website,Sales-Agent-3,Bangalore,Mode-1,Junk Lead
18-09-2018 12:00,18,Live Chat-Direct,Sales-Agent-11,Bangalore,Mode-1,In Progress Negative
18-09-2018 11:45,19,Website,Sales-Agent-4,Bangalore,Mode-1,Potential
18-09-2018 11:40,9,Live Chat-Direct,Sales-Agent-9,Bangalore,Mode-1,In Progress Positive
18-09-2018 11:35,19,Live Chat-Direct,Sales-Agent-7,Bangalore,Mode-1,Potential
18-09-2018 11:28,5,Website,Sales-Agent-2,Delhi,Mode-3,In Progress Negative
18-09-2018 11:21,27,Call,Sales-Agent-3,Chennai,Mode-5,In Progress Negative
18-09-2018 11:21,15,Call,Sales-Agent-4,Other Locations,Mode-5,In Progress Negative
18-09-2018 11:20,15,Call,Sales-Agent-11,Other Locations,Mode-5,Potential
18-09-2018 11:20,15,Call,Sales-Agent-7,Other Locations,Mode-5,In Progress Positive
18-09-2018 11:19,9,Call,Sales-Agent-5,Bangalore,Mode-1,Junk Lead
18-09-2018 11:05,1,Live Chat-Direct,Sales-Agent-3,Bangalore,Mode-1,Junk Lead
18-09-2018 10:52,18,Website,Sales-Agent-5,Bangalore,Mode-1,LOST
18-09-2018 10:49,15,Call,Sales-Agent-2,Other Locations,Mode-5,Junk Lead
18-09-2018 10:48,15,Call,Sales-Agent-11,Other Locations,Mode-5,Not Responding
18-09-2018 10:45,15,Call,Sales-Agent-5,Chennai,Mode-5,Junk Lead
18-09-2018 10:45,18,Live Chat-Direct,Sales-Agent-9,Bangalore,Mode-1,Potential
18-09-2018 10:45,27,Call,Sales-Agent-4,Chennai,Mode-3,In Progress Negative
18-09-2018 10:44,15,Call,Sales-Agent-4,Other Locations,Mode-5,Junk Lead
18-09-2018 10:35,27,Live Chat-Direct,Sales-Agent-11,Chennai,Mode-3,Just Enquiry
18-09-2018 10:24,15,Website,Sales-Agent-4,Other Locations,Mode-3,Not Responding
18-09-2018 08:27,5,Website,Sales-Agent-7,Mumbai,Mode-3,Not Responding
18-09-2018 07:39,18,Website,Sales-Agent-5,Other Locations,Mode-3,Not Responding
18-09-2018 03:55,5,Live Chat-Direct,Sales-Agent-2,Delhi,Mode-3,Junk Lead
17-09-2018 22:31,19,Website,Sales-Agent-2,Mumbai,Mode-3,In Progress Negative
17-09-2018 18:55,27,Live Chat-Direct,Sales-Agent-5,Mumbai,Mode-3,Junk Lead
17-09-2018 18:39,27,Website,Sales-Agent-7,Chennai,Mode-3,In Progress Positive
17-09-2018 17:47,19,Call,Sales-Agent-5,Bangalore,Mode-1,Converted
17-09-2018 17:12,27,Website,Sales-Agent-2,Delhi,Mode-3,Long Term
17-09-2018 17:05,19,Live Chat -PPC,Sales-Agent-9,Other Locations,Mode-3,Not Responding
17-09-2018 16:10,19,Live Chat-Direct,Sales-Agent-2,Bangalore,Mode-1,Long Term
17-09-2018 16:09,9,Call,Sales-Agent-9,Bangalore,Mode-1,Potential
17-09-2018 15:55,15,Live Chat-Quora,Sales-Agent-5,Other Locations,Mode-3,Not Responding
17-09-2018 15:44,15,Call,Sales-Agent-8,Other Locations,Mode-5,Open
17-09-2018 15:41,26,Call,Sales-Agent-4,Other Locations,Mode-3,In Progress Negative
17-09-2018 15:35,18,Live Chat-Direct,Sales-Agent-4,UAE,Mode-3,In Progress Positive
17-09-2018 15:23,18,Call,Sales-Agent-4,Other Locations,Mode-5,Junk Lead
17-09-2018 15:15,19,Live Chat-Direct,Sales-Agent-9,Chennai,Mode-5,In Progress Positive
17-09-2018 15:00,19,Live Chat-Direct,Sales-Agent-11,Other Locations,Mode-5,Just Enquiry
17-09-2018 15:00,19,Live Chat-Direct,Sales-Agent-11,Bangalore,Mode-1,Converted
17-09-2018 14:10,18,Live Chat-Direct,Sales-Agent-9,UAE,Mode-3,Potential
17-09-2018 13:55,18,Live Chat-Direct,Sales-Agent-9,Delhi,Mode-5,Just Enquiry
17-09-2018 13:28,19,Website,Sales-Agent-9,Bangalore,Mode-3,Converted
17-09-2018 13:20,27,Live Chat-Direct,Sales-Agent-5,UAE,Mode-5,Just Enquiry
17-09-2018 13:19,19,Customer Referral,Sales-Agent-9,Bangalore,Mode-1,Converted
17-09-2018 12:41,15,Website,Sales-Agent-11,Other Locations,Mode-3,Not Responding
17-09-2018 12:40,19,Live Chat-Direct,Sales-Agent-11,Mumbai,Mode-5,Potential
17-09-2018 12:37,18,Call,Sales-Agent-3,Bangalore,Mode-5,Not Responding
17-09-2018 12:12,15,Call,Sales-Agent-5,Other Locations,Mode-5,In Progress Negative
17-09-2018 12:12,15,Call,Sales-Agent-9,Other Locations,Mode-5,Junk Lead
17-09-2018 12:12,15,Call,Sales-Agent-9,Other Locations,Mode-5,Just Enquiry
17-09-2018 12:10,18,Call,Sales-Agent-2,Other Locations,Mode-5,Junk Lead
17-09-2018 12:10,1,Call,Sales-Agent-4,Bangalore,Mode-1,Potential
17-09-2018 12:09,18,Call,Sales-Agent-11,Bangalore,Mode-5,Just Enquiry
17-09-2018 12:08,15,Call,Sales-Agent-5,Other Locations,Mode-5,Not Responding
17-09-2018 11:58,19,Call,Sales-Agent-5,Mumbai,Mode-3,Just Enquiry
17-09-2018 11:55,27,Live Chat-Direct,Sales-Agent-4,Bangalore,Mode-5,In Progress Positive
17-09-2018 11:54,1,Call,Sales-Agent-4,Other Locations,Mode-1,Potential
17-09-2018 11:54,15,Call,Sales-Agent-5,Other Locations,Mode-5,Just Enquiry
17-09-2018 11:53,15,Call,Sales-Agent-2,Bangalore,Mode-5,Not Responding
17-09-2018 11:53,15,Call,Sales-Agent-7,Other Locations,Mode-5,Junk Lead
17-09-2018 11:52,9,Call,Sales-Agent-4,Other Locations,Mode-5,Just Enquiry
17-09-2018 11:25,18,Live Chat-Direct,Sales-Agent-4,Bangalore,Mode-1,Not Responding
17-09-2018 11:10,9,Call,Sales-Agent-5,Bangalore,Mode-1,Long Term
17-09-2018 10:30,19,Live Chat-Direct,Sales-Agent-11,Other Locations,Mode-5,Potential
17-09-2018 10:29,18,Call,Sales-Agent-9,Bangalore,Mode-1,In Progress Positive
17-09-2018 10:20,18,Live Chat-Direct,Sales-Agent-4,Bangalore,Mode-1,Not Responding
16-09-2018 23:37,15,Website,Sales-Agent-11,Other Locations,Mode-5,Not Responding
16-09-2018 18:20,27,Live Chat-Direct,Sales-Agent-5,Bangalore,Mode-1,Potential
16-09-2018 17:58,18,Website,Sales-Agent-9,Chennai,Mode-3,In Progress Positive
16-09-2018 17:30,5,Live Chat -PPC,Sales-Agent-11,Bangalore,Mode-5,Just Enquiry
16-09-2018 16:39,9,Website,Sales-Agent-9,Bangalore,Mode-1,In Progress Positive
16-09-2018 15:16,18,Website,Sales-Agent-2,Pune,Mode-5,Long Term
16-09-2018 15:15,18,Live Chat-Direct,Sales-Agent-12,Other Locations,Mode-5,Junk Lead
16-09-2018 10:10,18,Live Chat-Direct,Sales-Agent-9,Chennai,Mode-1,Not Responding
16-09-2018 10:10,18,Live Chat-Direct,Sales-Agent-3,Chennai,Mode-1,Junk Lead
15-09-2018 23:43,18,Website,Sales-Agent-4,Bangalore,Mode-3,Potential
15-09-2018 19:29,15,Website,Sales-Agent-11,Other Locations,Mode-3,Not Responding
15-09-2018 18:35,19,Live Chat-Direct,Sales-Agent-2,Other Locations,Mode-3,Long Term
15-09-2018 18:30,19,Live Chat-Direct,Sales-Agent-5,Hyderabad,Mode-3,In Progress Negative
15-09-2018 18:25,9,Live Chat-Direct,Sales-Agent-2,Other Locations,Mode-3,LOST
15-09-2018 17:16,18,Website,Sales-Agent-5,Chennai,Mode-1,Not Responding
15-09-2018 16:33,19,Call,Sales-Agent-9,Bangalore,Mode-1,In Progress Positive
15-09-2018 13:40,18,Live Chat -PPC,Sales-Agent-3,Delhi,Mode-3,In Progress Negative
15-09-2018 13:35,19,Live Chat-Direct,Sales-Agent-3,Other Locations,Mode-3,Converted
15-09-2018 13:35,9,Live Chat-Direct,Sales-Agent-9,Hyderabad,Mode-3,In Progress Positive
15-09-2018 12:55,9,Live Chat-Direct,Sales-Agent-3,Chennai,Mode-3,LOST
15-09-2018 12:53,15,Website,Sales-Agent-9,Other Locations,Mode-3,Junk Lead
15-09-2018 12:25,18,Call,Sales-Agent-9,Bangalore,Mode-1,In Progress Positive
15-09-2018 12:08,19,Live Chat-Direct,Sales-Agent-9,Bangalore,Mode-1,Converted
15-09-2018 11:35,18,Live Chat-Direct,Sales-Agent-3,Other Locations,Mode-3,In Progress Negative
15-09-2018 11:27,27,Website,Sales-Agent-9,Delhi,Mode-3,Not Responding
15-09-2018 11:16,15,Call,Sales-Agent-9,Other Locations,Mode-5,Not Responding
15-09-2018 11:14,15,Call,Sales-Agent-3,Other Locations,Mode-5,Not Responding
15-09-2018 11:13,15,Call,Sales-Agent-9,Other Locations,Mode-5,Junk Lead
15-09-2018 11:12,18,Call,Sales-Agent-9,Bangalore,Mode-1,In Progress Positive
15-09-2018 11:11,15,Call,Sales-Agent-3,Other Locations,Mode-5,Junk Lead
15-09-2018 10:55,26,Live Chat-Direct,Sales-Agent-9,Chennai,Mode-3,In Progress Positive
15-09-2018 10:20,18,Live Chat-Direct,Sales-Agent-9,Chennai,Mode-1,In Progress Positive
15-09-2018 10:03,15,Call,Sales-Agent-3,Other Locations,Mode-5,Junk Lead
15-09-2018 10:03,19,Call,Sales-Agent-9,Bangalore,Mode-5,In Progress Positive
15-09-2018 10:02,5,Call,Sales-Agent-3,Other Locations,Mode-5,Just Enquiry
